City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Mangochi,MW,-14.48,35.26,82.04,38,52,5.32,broken clouds
364,Takoradi,GH,4.88,-1.76,77.76,91,86,7.76,overcast clouds
365,Salina Cruz,MX,16.17,-95.2,78.71,59,100,15.86,overcast clouds
366,Bilibino,RU,68.05,166.44,4.32,88,100,7.45,overcast clouds
367,Kokopo,PG,-4.35,152.26,83.66,71,84,0.98,light rain
368,Manzanillo,CU,20.34,-77.12,70.72,91,100,6.87,overcast clouds
369,Kholmogory,RU,64.22,41.66,37.4,93,90,6.71,overcast clouds
370,Pahrump,US,36.21,-115.98,73.4,15,1,18.34,clear sky
371,Vestmannaeyjar,IS,63.44,-20.27,42.08,67,99,11.03,overcast clouds
372,Mackay,AU,-21.15,149.2,84.2,62,71,14.99,broken clouds
373,Itoman,JP,26.12,127.67,82.0,88,75,3.36,broken clouds
374,Banda Aceh,ID,5.56,95.32,79.25,78,99,4.34,overcast clouds
375,Surt,LY,31.21,16.59,68.81,72,2,14.76,clear sky
376,Bouar,CF,5.93,15.6,64.51,76,98,2.08,overcast clouds
377,Marzuq,YE,14.4,46.47,72.63,25,2,1.01,clear sky
378,Cocorit,MX,27.58,-109.97,71.53,82,0,5.68,clear sky
379,Yumen,CN,40.28,97.2,55.47,27,0,13.4,clear sky
380,Rach Gia,VN,10.02,105.08,87.8,70,40,3.36,scattered clouds
381,Labuhan,ID,-6.88,112.21,87.62,60,24,6.71,few clouds
382,Palauig,PH,15.44,119.9,85.01,73,87,6.13,overcast clouds
383,Ichinohe,JP,40.21,141.3,66.2,52,40,20.8,scattered clouds
384,Rawatsar,IN,29.28,74.38,80.83,15,2,0.69,clear sky
385,Alugan,PH,12.22,125.48,81.46,86,100,20.98,very heavy rain
386,Soe,ID,-9.86,124.28,89.89,24,0,13.13,clear sky
387,Cayenne,GF,4.93,-52.33,75.2,100,0,1.12,clear sky
388,Beroroha,MG,-21.67,45.17,88.2,41,85,4.68,overcast clouds
389,Pullman,US,46.73,-117.18,41.0,93,90,9.17,overcast clouds
390,Divnoye,RU,45.91,43.35,46.62,68,79,20.98,broken clouds
391,Ugoofaaru,MV,5.67,73.0,83.68,74,89,10.0,moderate rain
392,Lebedyn,UA,50.59,34.48,41.5,91,86,11.14,overcast clouds
393,Tual,ID,-5.67,132.75,83.19,73,38,12.8,scattered clouds
394,Narsaq,GL,60.92,-46.05,30.2,86,75,9.17,light snow
395,Sadiqabad,PK,28.31,70.13,86.7,13,0,1.57,clear sky
396,Paamiut,GL,61.99,-49.67,33.8,88,100,26.15,overcast clouds
397,Rawson,AR,-43.3,-65.1,50.99,78,0,9.01,clear sky
398,Hirara,JP,24.8,125.28,86.0,74,40,11.41,scattered clouds
399,Beloha,MG,-25.17,45.05,85.62,27,59,4.12,broken clouds
400,Pilar,BR,-9.6,-35.96,73.4,100,40,2.24,scattered clouds
401,Fomboni,KM,-12.28,43.74,79.84,76,0,10.36,clear sky
402,Almaznyy,RU,48.04,40.05,42.8,87,40,6.71,scattered clouds
403,Havre-Saint-Pierre,CA,50.23,-63.6,35.6,93,90,3.36,overcast clouds
404,Isla Mujeres,MX,21.23,-86.73,78.8,88,75,6.93,broken clouds
405,Berdigestyakh,RU,62.1,126.7,3.2,91,100,5.61,overcast clouds
406,Sao Filipe,CV,14.9,-24.5,78.26,79,98,5.28,overcast clouds
407,Terrace Bay,CA,48.78,-87.1,41.0,86,99,9.17,overcast clouds
408,Mayo,US,38.89,-76.51,51.8,100,1,4.94,mist
409,Zyryanka,RU,65.75,150.85,0.82,92,100,13.94,overcast clouds
410,Khombole,SN,14.77,-16.7,78.8,88,20,12.75,few clouds
411,Maragogi,BR,-9.01,-35.22,76.84,87,73,8.59,broken clouds
412,Zhangjiakou,CN,40.81,114.88,47.66,42,0,23.71,clear sky
413,Sur,OM,22.57,59.53,80.6,63,23,5.44,few clouds
414,Aketi,CD,2.74,23.78,71.08,97,100,1.5,overcast clouds
415,Grindavik,IS,63.84,-22.43,37.4,73,75,14.99,broken clouds
416,Cagliari,IT,39.24,9.09,60.01,81,5,3.36,clear sky
417,Buin,CL,-33.73,-70.75,61.0,51,0,4.7,clear sky
418,Jutai,BR,-5.18,-68.9,73.71,93,78,0.83,moderate rain
419,Fuzhou,CN,26.06,119.31,73.4,56,75,17.9,broken clouds
420,Atar,MR,20.52,-13.05,80.98,24,100,5.44,overcast clouds
421,Kailua,US,21.4,-157.74,80.6,74,75,12.75,broken clouds
422,Shelburne,CA,44.08,-80.2,55.0,75,40,14.79,scattered clouds
423,Kahului,US,20.89,-156.47,80.6,69,40,17.22,scattered clouds
424,Ostrovnoy,RU,68.05,39.51,36.86,88,97,20.18,overcast clouds
425,Ginir,ET,7.13,40.7,61.86,87,45,1.92,scattered clouds
426,Hervey Bay,AU,-25.3,152.85,79.0,57,50,3.0,light rain
427,Vieste,IT,41.88,16.18,55.99,93,5,11.41,clear sky
428,Jumla,NP,29.27,82.18,61.97,23,0,4.5,clear sky
429,Verkhnevilyuysk,RU,63.45,120.32,-2.09,88,99,5.66,overcast clouds
430,Tongzi,CN,28.78,105.09,72.14,48,0,2.13,clear sky
431,Zeerust,ZA,-25.54,26.08,57.2,76,0,3.36,clear sky
432,Jagalur,IN,14.53,76.35,78.87,70,26,15.35,scattered clouds
433,Lavrentiya,RU,65.58,-171.0,32.63,91,15,21.47,few clouds
434,Lexington,US,37.99,-84.48,52.0,81,1,3.36,clear sky
435,Bilma,NE,18.69,12.92,62.73,45,0,12.24,clear sky
436,Eureka,US,40.8,-124.16,50.0,33,53,1.99,broken clouds
437,Shache,CN,38.42,77.24,54.97,31,0,1.77,clear sky
438,Ossora,RU,59.24,163.07,30.63,86,82,3.47,broken clouds
439,Jibuti,DJ,11.5,42.5,78.8,69,1,19.57,clear sky
440,Conceicao Da Barra,BR,-18.59,-39.73,72.34,92,7,0.72,clear sky
441,Thinadhoo,MV,0.53,72.93,83.32,66,100,1.59,overcast clouds
442,Sudak,UA,44.85,34.97,48.56,76,98,7.72,overcast clouds
443,Dvinskoy,RU,62.15,45.12,34.86,95,99,7.78,overcast clouds
444,Svetlogorsk,BY,52.63,29.73,46.99,92,92,13.27,overcast clouds
445,Skjervoy,NO,70.03,20.97,40.93,81,100,25.64,light rain
446,Ust-Kuyga,RU,70.02,135.6,-24.36,85,95,4.99,overcast clouds
447,Belgrade,RS,44.8,20.47,39.2,100,75,4.7,fog
448,Maceio,BR,-9.67,-35.74,73.4,100,40,2.24,scattered clouds
449,Lormi,IN,22.28,81.73,80.94,24,0,5.03,clear sky
450,Los Llanos De Aridane,ES,28.66,-17.92,66.2,63,20,10.29,few clouds
451,Ketchikan,US,55.34,-131.65,37.4,100,90,6.93,overcast clouds
452,Novoagansk,RU,61.94,76.66,35.15,98,100,9.26,light rain
453,Totness,SR,5.88,-56.32,77.05,90,97,8.41,light rain
454,Grand-Santi,GF,4.25,-54.38,72.72,96,60,2.48,broken clouds
455,Trebnje,SI,45.9,15.02,33.01,84,90,0.72,fog
456,Sisimiut,GL,66.94,-53.67,13.15,80,100,11.59,overcast clouds
457,Porto Walter,BR,-8.27,-72.74,74.26,78,99,0.13,overcast clouds
458,Sinop,TR,41.77,34.87,51.8,66,40,4.7,scattered clouds
459,San Ignacio,BZ,17.16,-89.07,73.99,100,90,1.92,light rain
460,Ha Tinh,VN,18.33,105.9,77.86,74,68,12.46,broken clouds
461,Worthington,US,40.09,-83.02,51.8,71,1,3.36,clear sky
462,San Ramon De La Nueva Oran,AR,-23.13,-64.33,79.0,39,100,2.21,overcast clouds
463,Shubarshi,KZ,48.59,57.19,46.74,83,100,14.16,light rain
464,Melton,AU,-37.68,144.58,61.0,44,40,17.22,scattered clouds
465,Port Augusta,AU,-32.5,137.77,75.99,45,0,10.29,clear sky
466,Lesnoy,RU,57.62,63.08,37.99,94,100,7.29,light rain
467,Kerrobert,CA,51.92,-109.13,32.0,92,90,10.29,light rain
468,Mikhaylovka,RU,50.06,43.24,39.0,91,20,5.99,few clouds
469,Chifeng,CN,42.27,118.96,48.92,39,0,24.54,clear sky
470,San Javier,ES,37.81,-0.84,68.0,68,100,11.41,light rain
471,Pangai,TO,-19.8,-174.35,78.8,69,20,9.17,few clouds
472,Rio Grande,BR,-32.03,-52.1,64.99,91,11,3.0,few clouds
473,Ginda,IN,30.69,78.49,65.64,25,0,4.14,clear sky
474,Xuddur,SO,4.12,43.89,73.06,86,100,8.66,light rain
475,Urengoy,RU,65.97,78.37,30.79,99,100,8.84,overcast clouds
476,Maturin,VE,9.75,-63.18,73.24,97,8,3.4,clear sky
477,Lucapa,AO,-8.42,20.74,67.35,96,100,2.15,overcast clouds
478,Iwaki,JP,37.05,140.88,70.0,47,25,1.01,scattered clouds
479,Nouadhibou,MR,20.93,-17.03,69.8,68,59,13.87,broken clouds
480,Lenine,UA,45.3,35.78,50.05,74,91,11.41,overcast clouds
481,Luorong,CN,24.41,109.61,77.14,53,28,13.2,scattered clouds
482,Yeppoon,AU,-23.13,150.73,84.2,42,19,9.17,few clouds
483,Belaya Gora,RU,68.53,146.42,-9.76,91,70,4.05,broken clouds
484,Nemuro,JP,43.32,145.57,64.4,52,20,17.22,few clouds
485,Salym,RU,60.06,71.48,37.78,93,100,9.6,overcast clouds
486,Crawfordsville,US,40.04,-86.87,48.2,75,1,8.19,clear sky
487,Faya,SA,18.39,42.45,55.4,87,0,4.14,clear sky
488,Talcher,IN,20.95,85.22,79.95,46,0,4.99,clear sky
489,Carahue,CL,-38.7,-73.17,44.6,100,0,3.36,clear sky
490,Lamar,US,33.67,-95.58,57.0,76,1,6.93,clear sky
491,Santa Maria,BR,-29.68,-53.81,64.4,82,75,11.41,broken clouds
492,Vila Franca Do Campo,PT,37.72,-25.43,59.0,62,75,11.41,broken clouds
493,Guacimo,CR,10.21,-83.68,64.4,100,90,5.82,fog
494,Moroni,KM,-11.7,43.26,80.6,63,17,3.24,few clouds
495,Rayong,TH,12.83,101.43,86.0,62,40,8.05,scattered clouds
496,Algiers,DZ,36.75,3.04,78.8,24,75,9.17,broken clouds
497,Qidong,CN,31.81,121.66,78.01,44,50,7.63,scattered clouds
498,Tripoli,LY,32.88,13.19,68.31,69,1,4.92,clear sky
499,Kautokeino,NO,69.01,23.04,32.92,94,41,17.58,scattered clouds
500,Okoneshnikovo,RU,54.84,75.08,41.99,61,71,14.56,broken clouds
501,Bowmore,US,34.94,-79.3,63.0,93,1,5.82,clear sky
502,Jimo,CN,36.39,120.46,68.0,32,0,8.95,haze
503,San Quintin,MX,30.48,-115.95,65.61,80,43,5.91,scattered clouds
504,Vanavara,RU,60.34,102.28,9.0,93,100,6.04,overcast clouds
505,Oktyabrskiy,RU,54.48,53.47,38.93,87,99,8.9,overcast clouds
506,Vienne,AT,48.21,16.37,37.99,93,0,4.09,clear sky
507,Lujan,AR,-34.57,-59.1,64.99,73,97,1.99,overcast clouds
508,Viedma,AR,-40.81,-63.0,48.99,91,0,5.17,clear sky
509,Yemelyanovo,RU,56.17,92.68,37.4,93,100,8.95,light rain
510,Rocha,UY,-34.48,-54.33,56.21,97,96,4.63,overcast clouds
511,Kigoma,TZ,-4.88,29.63,71.6,88,75,7.58,broken clouds
512,Qiongshan,CN,20.01,110.35,80.6,61,0,13.42,clear sky
513,Lavumisa,SZ,-27.31,31.89,74.23,64,13,4.68,few clouds
514,Beaverlodge,CA,55.22,-119.44,15.8,85,90,3.36,overcast clouds
515,Shakawe,BW,-18.37,21.85,80.22,34,0,4.74,clear sky
516,Tarakan,ID,3.3,117.63,82.56,73,98,1.95,overcast clouds
517,Beira,MZ,-19.84,34.84,75.2,100,20,3.36,mist
518,Bintulu,MY,3.17,113.03,80.6,88,40,5.82,scattered clouds
519,Mae Sot,TH,16.72,98.57,86.0,70,40,6.93,scattered clouds
520,Carutapera,BR,-1.2,-46.02,76.05,90,100,4.63,overcast clouds
521,Eirunepe,BR,-6.66,-69.87,74.23,87,52,0.22,broken clouds
522,Merrill,US,45.18,-89.68,57.2,81,1,9.62,clear sky
523,Aasiaat,GL,68.71,-52.87,12.27,87,100,7.2,overcast clouds
524,Kargasok,RU,59.06,80.86,38.28,98,100,9.71,overcast clouds
525,Urumqi,CN,43.8,87.6,44.6,33,0,6.71,clear sky
526,Sire,NG,12.93,5.2,71.53,26,33,9.26,scattered clouds
527,Kuminskiy,RU,58.67,66.57,36.5,83,100,9.6,overcast clouds
528,Veraval,IN,20.9,70.37,85.23,36,0,9.24,clear sky
529,Kiruna,SE,67.86,20.23,35.6,98,90,14.99,overcast clouds
530,Yakeshi,CN,49.28,120.73,20.43,94,79,15.82,broken clouds
531,Cascais,PT,38.7,-9.42,60.01,100,22,8.66,few clouds
532,Matara,LK,5.95,80.54,87.39,61,2,10.33,clear sky
533,San Pietro In Casale,IT,44.7,11.4,48.0,87,0,4.7,clear sky
534,Lubango,AO,-14.92,13.49,62.78,46,22,1.99,few clouds
535,Tongren,CN,27.72,109.19,73.08,44,0,5.48,clear sky
536,Martapura,ID,-3.42,114.85,88.74,62,34,4.23,moderate rain
537,Anadyr,RU,64.75,177.48,24.8,92,90,17.9,light snow
538,Bonavista,CA,48.65,-53.11,52.0,100,100,10.29,overcast clouds
539,Krasnoselkup,RU,65.7,82.47,32.2,98,100,10.16,overcast clouds
540,Havelock,US,34.88,-76.9,64.4,93,1,8.05,clear sky
541,Beli Potok,RS,44.71,20.52,39.2,100,75,4.7,fog
542,Santa Fe,AR,-31.63,-60.7,64.99,70,10,6.13,clear sky
543,Trincomalee,LK,8.57,81.23,84.13,75,31,10.51,light rain
544,Marshall,US,34.38,-86.33,55.99,82,1,5.1,clear sky
545,Yulin,CN,22.63,110.15,79.63,53,11,10.92,few clouds
546,Kapoeta,SS,4.77,33.59,81.03,55,1,16.15,clear sky
547,Puerto Escondido,MX,15.85,-97.07,77.0,69,75,8.05,broken clouds
548,Kamenka,RU,51.32,42.77,37.0,94,40,11.59,light rain
549,Tottori,JP,35.5,134.23,64.4,93,75,2.24,broken clouds
550,Berezovyy,RU,51.67,135.7,28.04,84,75,2.28,broken clouds
551,Socuellamos,ES,39.29,-2.79,53.01,90,100,5.99,overcast clouds
552,Kainan,JP,34.15,135.2,73.0,82,75,9.17,broken clouds
553,Puerto Ayacucho,VE,5.66,-67.62,76.37,92,84,1.86,light rain
554,Xaltianguis,MX,17.07,-99.83,68.02,96,74,2.77,broken clouds
555,Cap Malheureux,MU,-19.98,57.61,78.01,64,0,11.01,clear sky
556,Vysokogornyy,RU,50.12,139.15,27.48,94,95,1.03,light snow
557,Pyay,MM,18.82,95.22,84.92,74,0,9.44,clear sky
558,Coihueco,CL,-36.62,-71.83,55.0,88,0,3.0,clear sky
559,Saint-Pierre,RE,-21.34,55.48,78.8,65,0,17.22,clear sky
560,Muriwai Beach,NZ,-36.82,174.45,66.0,92,88,1.01,moderate rain
561,Trapani,IT,37.83,12.67,62.01,87,40,3.36,scattered clouds
562,Prince George,CA,53.92,-122.75,32.0,68,20,5.82,few clouds
563,Bathsheba,BB,13.22,-59.52,80.6,88,75,18.34,broken clouds
564,Abu Samrah,SY,35.3,37.18,59.32,68,0,4.65,clear sky
565,Sandnessjoen,NO,66.02,12.63,48.2,93,100,21.92,moderate rain
566,Half Moon Bay,US,37.46,-122.43,53.6,71,90,4.7,overcast clouds
567,Vozhega,RU,60.47,40.22,40.89,83,99,11.59,overcast clouds
568,Itapirapua,BR,-15.82,-50.61,74.34,64,99,3.0,overcast clouds
569,Yunhe,CN,34.08,119.72,72.59,24,0,8.52,clear sky
570,San Cristobal,VE,7.77,-72.22,66.11,91,50,0.96,light rain
571,Carlsbad,US,33.16,-117.35,64.4,77,90,13.87,overcast clouds
572,Primero De Enero,CU,21.95,-78.43,73.4,100,100,10.29,light rain
573,Bhopal,IN,23.27,77.4,78.8,31,0,9.17,haze
574,Neiafu,TO,-18.65,-173.98,78.8,69,40,8.05,scattered clouds
575,Letka,RU,59.6,49.42,33.28,93,100,6.58,overcast clouds
576,Tshane,BW,-24.02,21.87,75.69,28,0,5.57,clear sky
577,Batemans Bay,AU,-35.72,150.18,62.01,65,12,5.01,few clouds
578,Huaraz,PE,-9.53,-77.53,53.73,60,98,0.58,light rain
579,Coahuayana,MX,18.73,-103.68,73.83,84,68,3.0,broken clouds
580,Port-Gentil,GA,-0.72,8.78,79.5,83,87,12.84,moderate rain
581,Catole Do Rocha,BR,-6.34,-37.75,75.96,72,64,8.84,broken clouds
582,Lixourion,GR,38.2,20.43,61.47,60,57,10.87,broken clouds
583,Kloulklubed,PW,7.04,134.26,84.2,79,90,4.7,moderate rain
584,Inirida,CO,3.87,-67.92,74.5,94,57,1.57,broken clouds
585,Khorixas,NA,-20.37,14.97,65.5,38,69,1.41,broken clouds
586,Vila Velha,BR,-20.33,-40.29,71.6,94,75,5.82,light rain
587,George Town,MY,5.41,100.34,87.8,74,40,5.82,moderate rain
588,Tucurui,BR,-3.77,-49.67,74.16,94,100,3.94,overcast clouds
589,Senanga,ZM,-16.12,23.27,79.05,41,35,4.76,scattered clouds
590,Keizer,US,44.99,-123.03,44.6,93,90,4.7,overcast clouds
591,Barcelos,PT,41.54,-8.62,57.2,87,20,13.87,few clouds
592,Haines Junction,CA,60.75,-137.51,-11.2,83,13,1.12,few clouds
593,Betong,TH,5.77,101.07,82.24,83,85,1.92,moderate rain
594,Mbaiki,CF,3.87,17.99,70.36,97,99,1.01,overcast clouds
595,Naron,ES,43.52,-8.15,51.8,93,0,1.12,clear sky
596,Barranco,PA,9.52,-82.7,75.81,82,66,3.18,broken clouds
597,Honiara,SB,-9.43,159.95,89.6,59,40,8.05,scattered clouds
598,Puquio,PE,-14.7,-74.13,53.4,47,69,3.24,broken clouds
599,Jamkhed,IN,18.74,75.31,79.41,49,0,10.47,clear sky
600,Evensk,RU,61.95,159.23,14.11,90,97,6.89,overcast clouds
601,Tommot,RU,58.96,126.29,10.58,91,95,6.55,overcast clouds
602,Vanimo,PG,-2.67,141.3,84.06,71,86,8.75,overcast clouds
603,Vizinga,RU,61.07,50.1,34.09,91,98,4.68,overcast clouds
604,Boyolangu,ID,-8.12,111.89,86.65,58,26,7.61,scattered clouds
605,Tongling,CN,30.95,117.78,72.28,31,0,9.08,clear sky
606,Kenai,US,60.55,-151.26,25.0,85,90,6.93,overcast clouds
607,Bullhead City,US,35.15,-114.57,82.4,14,1,21.92,clear sky
608,Yen Bai,VN,21.7,104.87,80.96,60,32,2.42,scattered clouds
609,Tadine,NC,-21.55,167.88,78.08,78,23,11.54,few clouds
610,Tokmak,UA,47.25,35.71,47.82,69,100,9.62,overcast clouds
611,Crestview,US,30.76,-86.57,69.01,77,75,3.36,broken clouds
612,Rio Gallegos,AR,-51.62,-69.22,46.4,81,0,5.82,clear sky
613,Sarh,TD,9.14,18.39,69.8,77,0,3.33,clear sky
614,Sheltozero,RU,61.37,35.37,42.42,76,66,14.58,broken clouds
615,Kifri,IQ,34.7,44.97,67.55,64,33,7.78,light rain
616,Florina,GR,40.78,21.41,46.99,75,15,8.05,few clouds
617,Port Macquarie,AU,-31.43,152.92,72.0,55,30,1.99,scattered clouds
618,Panjab,AF,34.39,67.02,47.17,37,0,1.63,clear sky
619,Tigil,RU,57.8,158.67,27.95,97,99,4.79,light snow
620,The Pas,CA,53.83,-101.25,17.6,92,90,4.7,overcast clouds
621,Verkhnyaya Inta,RU,65.98,60.31,30.7,98,94,5.26,overcast clouds
622,Pathein,MM,16.78,94.73,85.95,74,0,10.56,light rain
623,Manadhoo,MV,5.77,73.38,83.86,74,96,12.33,light rain
624,Kaeo,NZ,-35.1,173.78,68.0,92,71,13.0,light rain
625,Lang Son,VN,21.83,106.73,78.35,52,1,12.01,clear sky
626,Hami,CN,42.8,93.45,53.83,34,0,5.37,clear sky
627,Bulaevo,KZ,54.91,70.44,40.66,64,100,15.43,overcast clouds
628,Jurmala,LV,56.97,23.77,46.4,100,90,8.05,fog
629,Spornoye,RU,50.84,37.29,41.36,93,75,13.42,broken clouds
630,San Rafael Del Sur,NI,11.85,-86.44,73.4,100,75,4.7,mist
631,Marsh Harbour,BS,26.54,-77.06,78.33,78,100,23.15,overcast clouds
632,Nador,MA,35.17,-2.93,66.2,77,0,3.36,clear sky
633,Mata,PT,40.68,-7.46,50.0,91,100,1.9,overcast clouds
634,Mormugao,IN,15.4,73.8,89.6,55,40,11.41,scattered clouds
635,Port Said,EG,31.26,32.28,69.78,73,8,14.5,light rain
636,Kununurra,AU,-15.77,128.73,91.4,46,91,5.82,overcast clouds
637,Sambava,MG,-14.27,50.17,77.83,68,91,11.54,overcast clouds
638,Kajaani,FI,64.23,27.73,42.8,75,0,9.17,clear sky
639,Dhidhdhoo,MV,6.88,73.1,82.9,70,93,3.49,moderate rain
640,Honningsvag,NO,70.98,25.97,42.1,66,49,27.96,scattered clouds
641,Yarada,IN,17.65,83.27,84.2,66,20,8.05,haze
642,San Luis,AR,-33.3,-66.34,66.97,39,33,7.65,scattered clouds
643,Fergus Falls,US,46.28,-96.08,55.0,62,1,4.7,clear sky
644,Guepsa,CO,6.03,-73.57,63.52,87,99,0.85,light rain
645,Moron,AR,-34.65,-58.62,70.0,79,98,7.74,light rain
646,Erechim,BR,-27.63,-52.27,54.68,69,0,7.92,clear sky
